question,answer,logits,normalized_aliases
What country had the Roman name Hibernia?," Ireland
","[[0.4263215959072113, 0.5736784338951111]]","['irlandia', 'erin s isle', 'héireann', 'airlann', 'ireland', 'irelanders', 'airlan', 'mikra britannia', 'irelander', 'population of ireland', 'west coast of ireland', 'scotia major', 'symbol of ireland', 'irland', 'auld sod', 'island of ireland', 'ireland region', 'irlanda', 'ireland ulster', 'ierne placename', 'island ireland', 'ireland island', 'ireland and ulster']"
How many senators are there in the US Senate?,"100
","[[0.3486451804637909, 0.6513549089431763]]","['one hundred', '100']"
In which Musical would you find the song 'There is Nothing Like a Dame'?,"110 in the Shade
","[[0.2751297354698181, 0.7248703241348267]]","['south pacific', 'south pacific disambiguation', 'south pacific film']"
"Who's missing: Grant Imahara, Kari Byron, Tory Belleci, Adam Savage","1
","[[0.4378235340118408, 0.562176525592804]]","['james franklin hyneman', 'earl hyneman', 'james earl hyneman', 'jamie hyneman', 'james hyneman', 'jamieman']"
Sir Ronald Ross was the first British winner of the Nobel Prize for Medicine in 1902 for his research in combating which disease?," Malaria
","[[0.4493926465511322, 0.5506073832511902]]","['malaria infection', 'paludism', 'malarious fever', 'malarias', 'malaria prevention', 'fever and ague', 'malaria', 'cerebral malaria', 'malaria paroxysms', 'marsh fevers', 'severe malaria', 'malaria cerebral', 'malariology', 'malarial fever', 'agues', 'swamp malaria', 'falciparum malaria', 'falciform malaria', 'pernicious fever', 'tertian fever', 'mala aria', 'tertian malaria', 'malariologist', 'malarial', 'maleria', 'vivax malaria']"
What term describes the use of the gravity of a planet to alter the path and speed of an interplanetary spacecraft?,"3-point turn
","[[0.3486451804637909, 0.6513549089431763]]",['gravitational slingshot or gravity assist']
"What is the name for the numerous tiny flowers that comprise a flower head of, for example, a daisy or sunflower?"," Floret
","[[0.6513549089431763, 0.3486451804637909]]",['florets']
Who was West German Chancellor from 1969 to 1974? Willy Brandt.,"1969-1974
","[[0.21733751893043518, 0.7826625108718872]]","['gunnar gaasland', 'herbert ernst carl frahm', 'willy brandt', 'herbert ernst karl frahm', 'karl herbert frahm', 'herbert frahm']"
"In the Hindu and Jain religions, what is a mandir?"," Temple
","[[0.5467381477355957, 0.4532618224620819]]","['pantheon temple', 'temple', 'list of ancient temple structures', 'southeast asian temple', 'temple building', 'pantheon structure', 'ancient temple', 'temples', 'house of lord']"
"In Greek mythology, who was the beautiful youth loved by Aphrodite?","1. Paris 2. Adonis 3. Apollo
","[[0.5, 0.5]]","['atunis', 'άδωνης', 'greek god adonis', 'άδωνις', 'adonis', 'adonis mythology', 'greek adonis']"
What country has the most Shia Muslims?," Indonesia
","[[0.32766830921173096, 0.672331690788269]]","['naval blockade of iran', 'irân', 'jomhuri ye eslami ye iran', 'persian state of iran', 'islamic govermnet of iran', 'islamic republic of persia', 'republic of iran', 'islamic republic of iran', 'persia', 'islamic iran', 'persia iran', 'shi ite republic of iran', 'shia republic of iran', 'جمهوری اسلامی ایران', 'ir iran', 'irãn', 'la perse', 'جمهوری اسلامی ايران', 'iso 3166 1 ir', 'iran blockade', 'iranian republic', 'islamic state of iran', 'jomhuri ye eslāmi ye irān', 'iran persia', 'iran islamic republic of', 'ایران', 'irán', 'historical names of iran', 'jomhuri ye islami ye iran', 'إيران', 'i r of iran', 'jomhūrī ye eslāmī ye īrān', 'iran', 'irān', 'persian region', 'ir of iran', 'what language do they speak in persia 3f', 'iran consumption expenditure', 'irañ', 'i r iran']"
What wood is traditionally used to make Rolls Royce dashboards?,"100-year-old English walnut
","[[0.3208213150501251, 0.6791787147521973]]","['walnut street theater', 'walnut', 'walnut street theatre']"
"""Where did the """"Mayflower"""", carrying the Pilgrim Fathers, early settlers to Massachusetts, America, sail from in 1620?""","1620
","[[0.21733751893043518, 0.7826625108718872]]","['plymouth district', 'plymouth city england', 'west park plymouth', 'plymouth', 'pennycross', 'plymouth united kingdom', 'plymouth white friary', 'pleimuiden', 'old plymouth', 'plymouth devonshire', 'knackersknowle', 'plymouth dock', 'england plymouth', 'plymouth black friary', 'pennycross primary school', 'bretonside bus station', 'plymoth', 'derriford', 'plymouth borough council', 'plymouth england', 'plymouth grey friary', 'plymouth devon', 'derriford devon', 'county borough of plymouth', 'weather in plymouth', 'plymouth ua', 'pennycross primary', 'city of plymouth']"
Which came first? Dunkin' Donuts? Or Starbucks?,"1950s
","[[0.3345894515514374, 0.665410578250885]]","['coolatta', 'vanilla bean coolata', 'fritalian', 'dunkin coffee', 'dunking donuts', 'vanilla bean coolatta', 'dunkins', 'dunking doughnuts', 'dunkies', 'dunkin donut', 'dunkin donuts', 'bunkin bonuts', 'dunkin doughnuts']"
Which capital city was previously known as Edo or Yedo?," Tokyo
","[[0.3415825068950653, 0.6584175229072571]]","['toquio', 'tokio metropolis', 'tōkyō to', 'toukyou to', 'tõkyõ', 'tokyo metropolitan prefecture', 'toyko', 'tõkiõ', 'tōkyō jp 13', 'tōkyō prefecture', 'tookyoo', 'tokyo', 'tokyo tokyo', 'toukiou', 'tookioo', 'tōkyō japan', 'tôkyô prefecture', 'tokyo to', 'oyata tokyo', 'tōkei', 'tōkyo', 'toky', 'tohkyoh', '東京', 'economy of tokyo', 'tōkyō met', 'tōkyō', 'demographics of tokyo', 'tókio', 'to kyo', 'toukyou', 'tôkyô japan', 'outlying islands of tokyo', 'oyata', '東京都', 'tokyo met', 'toyko japan', 'tôkyô', 'tokyo city and prefecture', 'tokyoh', 'metropolitan tokyo', 'tokyo plain', 'tokyoto', 'tokyo in pop culture', 'tokeo', 'tokei', 'kudanzaka', 'tōkyō metropolis', 'tôkiô', 'dōngjīng japan', 'un locode jptyo', 'toukyo', 'tokyo administrative district', 'tokyo japan', 'jp 13']"
Incirlik Air Base is located in which European country?," Turkey
","[[0.45713672041893005, 0.5428633093833923]]","['turkey', 'tuerkiye', 'türkiye respublikası', 'republic of turkiye', 'tuerkei', 'etymology of turkey', 'türkiye', 'turkiye', 'tuerkiye cumhuriyeti', 'türkiye cumhuriyeti', 'republic of turkey', 'turky', 'turkish republic', 'türkiye respublikasi', 'turquia', 'iso 3166 1 tr', 'turkey nation', 'turkia', 'terky', 'turkei', 'turkie', 'turkey state', 'türkei', 'turquie', 'turkiye cumhuriyeti', 'turkey country']"
Pneumoconiosis is a disease of which part of the human body?," Lungs
","[[0.4765796959400177, 0.5234203934669495]]","['pulmonary gas exchange', 'pulmo sinister', 'pulmanary', 'inferior lobe', 'pulmonary surgical procedures', 'bird lung', 'lungs', 'lunged', 'superior lobe of left lung', 'alveolar sacs', 'avian lungs', 'pulmones', 'nonrespiratory functions of lungs', 'lung', 'inferior lobe of left lung', 'pulmo', 'bellows lung', 'pulmonarily', 'pulmonary', 'circulatory lung']"
Where did Motown relocate to in 1971,"1240 West Broadway, Detroit
","[[0.36296921968460083, 0.6370307803153992]]","['l', 'la la land', 'el lay', 'el pueblo de nuestra señora reina de los ángeles de la porciuncula', 'el pueblo de la reina de los angeles ca', 'nuestra señora la reina de los angeles de porciúncula', 'los angeles california united states', 'los angelos', 'los angeles california usa', 'el pueblo de nuestra señora la reina de los ángeles de porciúncula', 'nuestra senora la reina de los angeles de porciuncula', 'brentwood circle', 'las angeles', 'city of l', 'la ca', 'geography of los angeles', 'la', 'englaborg', 'lost angeles california', 'los angeles united states of america', 'los angelas', 'los angelos california', 'el pueblo de nuestra señora la reina de los ángeles del río de porciúncula', 'loa angeles ca', '72 suburbs in search of city', 'los angeles california', 'los angeles california us', 'angels california', 'el pueblo de nuestra senora reina de los angeles de la porciuncula', 'city of la', 'los angeles ca', 'los angeles united states', 'city of los angeles california', 'los angles', 'el pueblo de nuestra senora la reina de los angeles de porciuncula', 'los angeles city', 'los angels', 'un locode uslax', 'sister cities of los angeles', 'loa angeles california', 'el pueblo de la reina de los angeles california', 'northern los angeles', 'los angeles calif', 'los ángeles california', 'la california', 'la city', 'environmental issues in los angeles', 'geo uslax', 'los angeles usa', 'city of los angeles', 'l ca', 'loc uslax', 'brentwood circle los angeles ca', 'religion in los angeles', 'los angeles', 'los angeles california u s', 'el pueblo de nuestra señora la reina de los angeles del río de porciúncula', 'uslax']"
Who played the part of Mildred Roper on television?,"1960s
","[[0.13117322325706482, 0.8688268065452576]]","['yootha joyce', 'yootha']"
"""The single """"Sara"""" was from Fleetwood Mac's 12th studio album (that followed the album """"Rumours""""), released in 1979. What was the album?""","1977
","[[0.15203224122524261, 0.847967803478241]]","['tusk', 'tusks']"
The English rock band Beady Eye were formed in 2009 after the break-up of which group?," Oasis
","[[0.4455295503139496, 0.5544704794883728]]","['oasis album', 'oasis song', 'oasis film', 'oasis ca', 'oasis', 'aquifer oases', 'oasis movie', 'oasis disambiguation', 'oasis geography', 'oasis spring']"
Yellowstone National Park is located in which US state?,"3
","[[0.28140559792518616, 0.7185943722724915]]","['symbols of state of wyoming', 'demographics of wyoming', 'wioming', 'government of wyoming', 'wyoming state', 'wyoming united states', 'religion in wyoming', 'economy of wyoming', 'us wy', 'climate of wyoming', 'constitution of state of wyoming', '44th state', 'geography of wyoming', 'transport in wyoming', 'wyoming', 'constitution of wyoming', 'education in wyoming', 'law and government of wyoming', 'wyoming economy', 'wyoming state symbols', 'wyoming state nickname', 'transportation in wyoming', 'wyomingite', 'state of wyoming', 'wyo', 'sports in wyoming', 'cowboy state', 'forty fourth state', 'wyoming metropolitan areas', 'wyoming state constitution', 'wyoming factsheet', 'wyoming counties', 'big wonderful wyoming', 'politics of wyoming', 'wyomingites', 'equality state', 'wyoming u s state']"
What was the Monkees best selling single,"1967's I'm A Believer
","[[0.30074557662010193, 0.6992543935775757]]","['i m believer', 'im believer', 'i m believer smash mouth song']"
"""In """"Old Possum's Book of Practical Cats"""", which is the mystery cat and Napoleon of Crime?"""," Old Deuteronomy
","[[0.4765796959400177, 0.5234203934669495]]","['macavity', 'macavity character', 'macavity cat', 'macavity mystery cat']"
What is the name of the effect that deflects winds and currents as a result of the Earth's rotation?," Coriolis effect
","[[0.531209409236908, 0.4687906503677368]]","['coriolis force', 'water vortex', 'coreolis effect', 'coriolos force', 'coriolis motion', 'coriolis pseudoforce', 'coriolus effect', 'coriolis reflection', 'coriolis acceleration', 'coriolis theorem', 'ferrels law', 'کریولیس', 'coriolus force', 'ferrel s law', 'inertial circle', 'coriolis effect', 'coriolis effects', 'coralis effect', 'corialis effect', 'ferrell s law']"
In which US state is Fort Sumter where the first shots were fired in the American Civil War?,"18th
","[[0.1037486270070076, 0.896251380443573]]","['s carolina', 'palmetto state', 'south carolina state', 'iodine state', 'hurricanes in south carolina', 'state of south carolina', '8th state', 'south carolina u s state', 'south carolina united states', 'transportation in south carolina', 'geography of south carolina', 'education in south carolina', 'south carolina', 'economy of south carolina', 'south carolina usa state', 'transport in south carolina', 'religion in south carolina', 'us sc', 'eighth state', 'south carolina department of archives and history']"
In which decade of the 20th century was the FBI set up?,"1900s
","[[0.36296921968460083, 0.6370307803153992]]","['1900 s', 'nineteen hundreds', '1900s', '1900s disambiguation']"
Which great battle between the Greeks and Persians took place in 490BC?,"490 BC
","[[0.2689414322376251, 0.7310585975646973]]","['battle of marathon', 'μάχη τοῦ μαραθῶνος', 'machē tou marathōnos']"
Tapas were originally an accompaniment to which drink?,"11th-century Spain wine
","[[0.4687906503677368, 0.531209409236908]]","['sherry wine', 'sherry', 'cream sherry', 'jerez dulce', 'sweet sherry', 'sherries']"
"""What insect acts as the transmitting agent in the spread of the infectious disease """"Bubonic Plague""""?"""," Fleas
","[[0.29746994376182556, 0.7025300860404968]]","['3 4 methylenedioxyhydroxylmethylamphetamine', 'mdohma', '3 4 methylenedioxy n hydroxyl n methylamphetamine', 'methylenedioxyhydroxymethamphetamine', '3 4 methylenedioxyhydroxymethylamphetamine', '3 4 methylenedioxy n hydroxy n methylamphetamine', 'flea psychedelics', '3 4 methylenedioxy n methyl n hydroxyamphetamine', 'methylenedioxyhydroxylmethylamphetamine', 'mdmoha', 'mdhma', 'flea', 'methylenedioxyhydroxymethylamphetamine', '3 4 methylenedioxyhydroxylmethamphetamine', '3 4 methylenedioxy n methyl n hydroxylamphetamine', '3 4 methylenedioxy n hydroxymethamphetamine', 'flea psychedelic', 'methylenedioxymethylhydroxyamphetamine', 'methylenedioxyhydroxylmethamphetamine', 'mdmha', '3 4 methylenedioxy n hydroxylmethamphetamine']"
"What actor has portrayed Sherlock Holmes, Alan Turing, and Khan?"," Benedict Cumberbatch
","[[0.5888891220092773, 0.41111084818840027]]","['benedict timothy carlton cumberbatch', 'benedict cumberbatch']"
What was the pen name of Charles Lutwidge Dodgson?," Lewis Carroll
","[[0.5078118443489075, 0.49218809604644775]]","['manlet', 'carroll lewis', 'charles l dodgson', 'lewis carol', 'charles lutwidge dodgson', 'lewis caroll', 'c l dodgson', 'lewis carrol', 'reverend charles lutwidge dodgson', 'carrollian', 'cl dodgson', 'lewis carroll']"
